source,target,weight,source_name,target_name
6fma6gUjt8Voahrnr0mQ2c,6jxoWZAKOFQ91TKHIJbjaC,2,Emile Kojide,Zolani Mahola
6fma6gUjt8Voahrnr0mQ2c,7FFISpih28BCUClBnvGgIs,2,Emile Kojide,John Hill
6fvk3bBpLkcGOWSkOkgLEA,7j8gvsUOQ69orBUu7EZOdX,1,Juan Lemos,Rafa Lemos
6gAlNx4aNyXjXzmXmihzkm,73sztnzOV7XYvT0clT2LS0,1,Mike Sarkisyan,Tommy Decker
6gEzJZrbm0F4ihvE9iXR9z,7y1U6W7kRFiOwyVz1f1cph,1,Péricles,Gabriel Barriga
6gITHg8qertSm0G7YppTab,6jU2Tt13MmXYk0ZBv1KmfO,3,Tom Whitlock,Giorgio Moroder
6gJV8AaXoqnLCvCppfx57u,7hUs2Tpo9eMlqVoRZbILCc,1,Xavier Semper,Rafael Castillo Torres
6gLW5LlLEXdtWaS0EWfzaJ,7INXbEFdNDrECyUb3MZbFB,3,Jorge,Lennon
6gVTRhclZRHAQRoUN0Uida,6mUbJdUaMqSuRPAU3gs0Tv,6,"Steve ""Ace"" Mostyn","Warren ""Oak"" Felder"
6gVTRhclZRHAQRoUN0Uida,73CgPBaBJm2vYXK12O5mgW,2,"Steve ""Ace"" Mostyn",Ronnie James
6gVTRhclZRHAQRoUN0Uida,75sxpqa1uw7KMB0KVY09qq,2,"Steve ""Ace"" Mostyn",Nicole Russell
6gVTRhclZRHAQRoUN0Uida,7zmk5lkmCMVvfvwF3H8FWC,2,"Steve ""Ace"" Mostyn",Elle Varner
6gYbYTJBZoykcAG8PRWAzj,75aN1jpMFbPvp1Sxhfq902,2,Patrizio Pigliapoco,Daecolm Holland
6gdH8zAQ0KxI9Nk43QXEaE,7ob0Kx6ePYhPUmRYRpzKDO,2,Juan Marcus,Vinni Miranda
6ge50opJlm0uNhGpeJaUJC,6vTASYMBWIHLSIJlxaqlez,1,Chris Leal,Adrian Young
6ge50opJlm0uNhGpeJaUJC,7m93hhe9E4Hf0th1NSGyOv,1,Chris Leal,Thomas Dumont
6ge50opJlm0uNhGpeJaUJC,7phkKB4IoVgHbwzrvNN0QE,1,Chris Leal,J Spence
6gevwu0s8NHgdG6HAExvqK,6giQ7q65IK4vtAdIyQkYJb,1,Ricky Ndombashi,Eduardo Chady
6ggWrQ1Q9Xbs2o7tO7ZZnv,79XWLqRHq1WpuA8c0RJutH,1,Madimbu,Davi Melo
6ghBeTusg7q5bLULIAl09N,7FwAlEbs9w4Z9sbzo87UXO,4,Marcelo Vourakis Barbosa,Rodrigo Busnello Pratavieira
6ghBeTusg7q5bLULIAl09N,7KdPcGOYfSA2JCTqTk0TG4,2,Marcelo Vourakis Barbosa,Carlos Frederico Rolim de Andrade
6gk4ierjjSVPoZep27VfZz,7Ia64vug5Yz9Hi1jZAtwMb,2,Bebel Gilberto,De
6gmM4FMFBr5dxORdHAvBEu,6wuVkkgAXXyZw3i3vzik8H,4,Zachary Hanson,Taylor Hanson
6guYcqkfTPFxJoKASQOyhE,7LeWMANJQQpANOa2W6G0la,1,Vinny Peres,Raffa Libi
6h2bWHWTJL38N8dqocVaif,6uNjT2PKDfR7t48JKhajkh,2,Jon Bon Jovi,Richie Sambora
6h2bWHWTJL38N8dqocVaif,7KgW65389e5w4xWzaVOuCg,1,Jon Bon Jovi,Desmond Child
6h4ALbc1G80KRRG7THwHic,7Hd38PVp634oGEb9pIDs5d,19,Maurice Gibb,Barry Gibb
6h5LjZzMg808FEbmaVB7I7,7zwenc6huvZa6PeDCZX3z2,1,Oliver Tree Nickell,Ethan Snoreck
6h6TXjCWQ18WsqsjJeGIZR,6rcI8MbwdGHiGSDeVEnRZS,2,Blake Richardson,Bruno Valverde
6hGKekI3zRPjDmzUCWXdCR,7BsamSjLMtNpdI3fPJKXu8,1,Claude Kelly,Sean Hurley
6hLY9eL3X4xkTUdvMNO5Yw,7KamKxygrtZETsWM2vS3Xv,2,Peter Byford,Peter Gill
6hLdeOV6ojUpA9Ue1VmVWw,6rKfTtdJKUkFCstAoeQbOV,1,Gary Nicholson,Mike Hicks
6hWS4uZJY5i56DoO2qwf6O,7FqV5Wh5mQCu4uB6JfTw8L,1,Joe Walter,Simon Triebel
6haVHqzpAiyUIb5NU7WRuQ,72Kd3EtL6j9Ka7VtPuWYpk,1,Dash Crofts,James Seals
6hcRnkHSbAKr8D1vT7yR4v,7AnQGuknGCDEvr1t4n6Ink,1,Carlos Efrén Reyes-Rosado (Farruko),"Aliaune ""Akon"" Thiam"
6hfz5f0r8xU4SySj0m5Gh5,6pUQU4JkGYybW0pXngBBxT,1,Jose A. Velazquez,Don Schipper
6hfz5f0r8xU4SySj0m5Gh5,6wKG2tXtN5Fzy01dtRRIu8,1,Jose A. Velazquez,Trevor Daniel Neill
6hgKcmovT486kduAQgZII5,7b5Et2hy6NgVRZSKyxJNsH,1,Daniel Jesús Salas,"Alejandro ""Dale Pututi"" Arce"
6hi5iUqrxoZE80o7RRF4nU,7IkY4JiBHTAOiaELxltAGm,1,Martin Coogan,Scott Dittrich
6hoa8cFPgOvnHshq9kKmq3,727cbjSRybxWhiZKNMam9i,1,Kang Eun Jeong,minGtion
6hqI0rk65UPz20Ttcd8und,7iQN9mDqu7260AUThmbBad,1,Thalles Moura,Raphael Dapaz Estevez de Oliveira
6hslaLiavIv8V7CWB5v80I,6sgEjsy1CD5jazx8oyFQNo,7,Paulo Sérgio Valle,Chico Roque
6hslaLiavIv8V7CWB5v80I,6xMqVufdYKKMr4FLyqMUwF,1,Paulo Sérgio Valle,Tavinho Paes
6hslaLiavIv8V7CWB5v80I,75QunTYdjEwiovMXfinTdF,2,Paulo Sérgio Valle,Sérgio Caetano
6hslaLiavIv8V7CWB5v80I,7GMqXAYgwvAgnapssMX5wL,1,Paulo Sérgio Valle,Francisco Roque
6hsy1IiZN39MpZcsFCbQrv,7fJYw1vK9yWb8o51I8qHin,1,Rickard B. Göransson,Chad Kroeger
6hsy1IiZN39MpZcsFCbQrv,7fRabwYwLBgvOudI9GY2Op,1,Rickard B. Göransson,David Hodges
6hyJ0dcR6HEDiNyBAgCEPU,6usZxRd8e7TQwcksnohR1U,1,Brytavious Chambers,"Denisia ""Blu June"" Andrews"
6hyMWrxGBsOx6sWcVj1DqP,7F4q4x0AgGOa5mLoUFj9gC,12,Sebastian Ingrosso,Axel Hedfors
6i00g6N7DS4v6ApRoPmVBw,7amL6ycVAeUzf6JQau4JPP,1,Karl F. Stephenson,Karl Stephenson
6i0K1ipOZt2117LfIYjJLA,7gDbNvBszzkpJSjZs28rMr,2,Jacob Davis,Dave Turnbull
6i0K1ipOZt2117LfIYjJLA,7i17Lwe8Ds1mTCfGCVmvr3,2,Jacob Davis,Jordan Walker
6i0uEemAo9YFb1J7tCJYRS,6qt60TwwfiQCPpaWk7Vt3Z,10,Noah Wuv Bernardo,Marcos Curiel
6i7nWy3j80lL5otAUs5QDO,6wzkNbGikFBMnDTKmYvLaQ,1,Walter Morris,Joseph Smith
6i7nWy3j80lL5otAUs5QDO,7x43UN0yVF6FdR7MnZlFzi,1,Walter Morris,Tyron Douglas
6iJReUIGhb27VjIzhQXQ2K,6qXRCYzfpCspdeRdkiOovH,1,Miguel Jontel Pimentel,Henry Steinway
6iJm4Wd7fNoHcoiVW3jb1U,6qI6QP1NouADKCAX73P7PK,4,Keisha Buchanan,Heidi Range
6ik7GOcTz0rR9cql5sWRqV,7z8C6hqY2f0j6SWu6xaU52,1,Uzoechi Emenike,Dan Dare
6inmV7w0CNQxCQIKdttz2x,7640GlV7BpxxLcmc6xsZ0E,1,Bruno Oliveira,Henrique Lima
6irSzxaMt92D7m5mpbdmEw,7hRLiC2CsmaKDjcIxNyFMj,4,Victor Franco,Matthew Morales
6j3mtlvqhhLYXYmhgemEO5,7KgW65389e5w4xWzaVOuCg,1,Joseph Longo,Desmond Child
6jGMq4yGs7aQzuGsMgVgZR,7z90XZrX673cyiDmiSRy0E,1,Lil Tjay,Brendan Walsh
6jHS07T9yhz6uXjs1gGfuZ,6jmBpA30e6TquqMUMrNDjl,1,Diego Chirinos,Daniel Wahlberg
6jHS07T9yhz6uXjs1gGfuZ,7LEUNsiphvfUzqbzcgpj8H,1,Diego Chirinos,Hector Ramos
6jK9jcOfbhWtOzOnAgr18p,7vxSjKS2YAiQSGRQZ1xZXW,1,Atticus Matthew Ross,Montero Lamar Hill
6jKmY5CkgmuIm78idmhD2Q,77mYiYNNP5HuZtMqatR8Rl,1,Chris Mears,Darren Patrick Flynn
6jKmY5CkgmuIm78idmhD2Q,7fExcX0Kh5aToKo0350AXL,1,Chris Mears,Luca De Gregorio
6jTwJHCSB5wGofuIwV0Ihy,7iejPUIIC0GQsBI5VAe1gY,1,Marco Lima,Ed Nobre
6jViuZ9wLXyEW3qzOJofLk,7nlPbB0nMfaseL5MaEhuLQ,1,Chico,Gazú
6jW9Xu7TMW7RiXFs3G7phH,7cia4VWLox5t13tIEQ0hOW,1,Guilherme Dantas,Valter Danadão
6jW9Xu7TMW7RiXFs3G7phH,7cuE3kNkJfDM9vRNGTl8yN,1,Guilherme Dantas,Fabio Viana
6jW9kCO4J02C9lviyqNJOu,6utRTMp17Sb5j5gpumCvjZ,2,Nolan Lambroza,Simon Wilcox
6jadKKKMsldFcaYntPjg7H,7qXR07POohA0fWGZEIie7q,1,Gabriel Murilo Mello,Toby Scott
6jbxnM16B1ilnmtrrFF6Fo,6xp1pJrjxWYZ6kIWfWgTex,4,Brann Timothy Dailor,Troy Sanders
6jcaFu5t6OajYlT3inEMkM,6tLHGlt7L7raSf6vr96hWi,1,Hananiel Eduardo,Julia Vitória
6jcaFu5t6OajYlT3inEMkM,6zIflOoFBBE2Lu3TiRi4mo,11,Hananiel Eduardo,Douglas Pereira de Oliveira
6jcaFu5t6OajYlT3inEMkM,79o1GwgYK0fbBhhOeYduWS,11,Hananiel Eduardo,Érico Fernando da Silva
6jcaFu5t6OajYlT3inEMkM,7A715MmSQvu0gHxNSikAaE,11,Hananiel Eduardo,Márcia Thaís Silva de Brito
6jcaFu5t6OajYlT3inEMkM,7J7ZhQiBFwQ0Cw9FexOxOc,11,Hananiel Eduardo,Marllon Victor Gomes Teixeira
6jcaFu5t6OajYlT3inEMkM,7Lsa4k5uJSbx8twuY0lviR,11,Hananiel Eduardo,Narayane Gonçalves Nogueira Maciel
6jcaFu5t6OajYlT3inEMkM,7c6Kb0bNsXgUvdtLHYoTz2,11,Hananiel Eduardo,Reinaldo Santos da Rocha
6jcaFu5t6OajYlT3inEMkM,7iETGaxJ4crz3qaljDPCKC,10,Hananiel Eduardo,Brooke Ligertwood
6jcaFu5t6OajYlT3inEMkM,7ntqHeHxalb5xIwFiM43wd,11,Hananiel Eduardo,Alanderson Alves dos Santos
6jcaFu5t6OajYlT3inEMkM,7qTSoObqlJkIybERfumbQ9,10,Hananiel Eduardo,Brian Johnson
6jcaFu5t6OajYlT3inEMkM,7vpSYH6M8ICmu9kSmoaB7N,11,Hananiel Eduardo,Daniel Lucas Moreira de Oliveira
6jhZOYBCPYdPK1i2T4XbPL,6oiZZ0ggw71jAGpbwGDAnH,1,Luis Salazar,Germán Gonzalo Duque Molano
6jhdkDXD8A4iI2pLpb90QC,6mx7e9TZdeih7jwrfXOL0v,72,Dave Mustaine,Nick Menza
6jhdkDXD8A4iI2pLpb90QC,72TemSCSzKtgCERykQCHjH,3,Dave Mustaine,Al Pitreli
6jhdkDXD8A4iI2pLpb90QC,7nH7WybZ0GCtd03A1FQ6hr,110,Dave Mustaine,Dave Ellefson
6jhdkDXD8A4iI2pLpb90QC,7u08FYo6qPpDuJ6xYS1IxK,6,Dave Mustaine,Adam Martin Friedman
6jmBpA30e6TquqMUMrNDjl,7LEUNsiphvfUzqbzcgpj8H,1,Daniel Wahlberg,Hector Ramos
6jncnjvxMwbLIEYDhwsGlu,6szSTLtrerR6BvR5NGWUOc,1,Raffa Torres,Marco Carvalho
6jxoWZAKOFQ91TKHIJbjaC,7FFISpih28BCUClBnvGgIs,2,Zolani Mahola,John Hill
6kI0ZZ0yjJ3Bf5JjEgUJLC,6ngF3kF5I0prOoapltjAps,1,Alexander Tidebrink,René Miller
6kImBuGqfeArVBGal435PO,6lfUiypPbBEEH9dcOeHfHp,1,Naz,"Joshua ""Budo"" Karp"
6kUOQkfH5YLLCDUQinq4u6,6xJ1oHlErK07qHfLapdwsF,1,Jasper Sheff,Montero Hill
6kV7YVUEVv5IKQm9LwL5VO,7EmmcEFfYhyqm4SQDgh0nW,1,James Hardnett,Kwame Buchanan
6kV7YVUEVv5IKQm9LwL5VO,7i26CBECT9fyIsDrR3ChBz,1,James Hardnett,Zachary D Thomas
6kV7YVUEVv5IKQm9LwL5VO,7ltGromiwv1bL4yjZEra1l,1,James Hardnett,Sean Chavis
6kV7YVUEVv5IKQm9LwL5VO,7xEJUxqive98yN3ESwG4cO,1,James Hardnett,Marvin Beauville
6kaPuh7nLVb5vAAemb2ZP9,78Zk3FZPMy8q7PPoR9mBez,1,Paulo Müller,Tomé Munchen
6kabEF15rHkaThfyVBxPZq,7l7T7l6CiwfOm78tI8ua7T,1,Juliana Tavares,Alysson Sereno
6koq8mqwuJbmpgmIRTwgOS,70DFixYAFPv4Pf9kgSfR9O,1,Andrew Bazzi,MARK
6kse5wdVNLEbZ75zgbeJcy,7FM6sZEP49rDNLUiOcvab0,1,Marito Lima,Milton Boquinha
6kzcaT0SrgwGhIOGyNSOxZ,70BKzzU2tSfJIJiUE0h9UW,1,Reggie Lucas,James Mtume
6l0Y9oBHO8Inn7HyEWzJLA,6uBkqKGL3RvpSFmRYjga70,1,Alexander Delgado Hernandez,Jenifer Yesica Martínez Fernandez
6l0Y9oBHO8Inn7HyEWzJLA,72hLydFV95cLfVQgUMnCmp,1,Alexander Delgado Hernandez,Carlos Ariel Peralta
6l0Y9oBHO8Inn7HyEWzJLA,77UMASdBnAkBGnhQVTJ6HY,1,Alexander Delgado Hernandez,Paul Irizarry
6l0Y9oBHO8Inn7HyEWzJLA,7CeSVUfGCXJrP6EygoRQIJ,1,Alexander Delgado Hernandez,Manuel Alejandro larrad Sánchez
6l0Y9oBHO8Inn7HyEWzJLA,7xm9TIeHCR6gm0InXYjMMQ,1,Alexander Delgado Hernandez,Miguel Muñoz
6l0Y9oBHO8Inn7HyEWzJLA,7zmBZRwUZtsY03iHPKKonF,3,Alexander Delgado Hernandez,Angel Arce
6l0yYmbFf7PCGJTe20sc0H,71VUVLmoTKKYfIugkavMeS,1,Lewis Redner,Adolphe Adam
6lMkhDE38fS8WxnXDJRpVy,7AnQGuknGCDEvr1t4n6Ink,1,Gabriel Kwaku Wood,"Aliaune ""Akon"" Thiam"
6lPpui2GjC6gBVBUPQRp0v,766rEXFts9R96zKdNwcFgY,1,Hayward Ivy,Kenneth Gamble
6lW0ZPvYfqGPDuFatgL5xJ,7CV9nbhsHl3tlKAzrOZ0Cu,1,Sigrid Solbakk Raabe,Kesi Dryden
6lW0ZPvYfqGPDuFatgL5xJ,7cz124Ll58iZ6MeqQMA8gp,1,Sigrid Solbakk Raabe,Amir Amor
6lc4BMez0ryKA9nDTJgxSd,7azS4IOs4pGbPoo45ysRTQ,2,Daniel Decc,Tiago Marcelo
6lc4BMez0ryKA9nDTJgxSd,7tZDmHvRGG6OxmQaSmIM3U,2,Daniel Decc,Léo Souza
6lfUiypPbBEEH9dcOeHfHp,7C7EjFlsLLXRIAI4gMjcNg,2,"Joshua ""Budo"" Karp",Josh Rawlings
6lfUiypPbBEEH9dcOeHfHp,7FnGDDGymVCo2lhw8zUyMz,1,"Joshua ""Budo"" Karp",Morae Ruffin
6lgytl5zeL35vbuKTlZHos,7fXFk3KYz71FsNDaJkLhvE,2,Luan Rodrigues,Jujuba
6lig3yUbu7r6VhnB8YGSlF,7cjPAVzUfWg5oqVvWJlUqi,1,Axl Rose,Jeffrey Isbell
6llGArQXTEY84S4Oto9Vll,7nSVK5fqdkmXo6414DDfBA,5,Davi Fernandes,Renato Cesar
6llZMr0sa81ayOxq1TJ4ZK,7y1N7ZIQFxT7UxHj658ai3,1,Sérgio Boneka,João Ricardo
6lnudQkvzK6gt17cOBv0kI,6uQnHbypkRY4KmLvJrs4OY,1,Rudolph Isley,Leroy Williams
6lnudQkvzK6gt17cOBv0kI,738E0osrOEdHGkTDkc19eO,1,Rudolph Isley,Uforo Ebong
6m1i7UoRWlDYxABbFOZLaA,7domHwG9pwPP9WmiOgsTXy,1,Joshua Connerly,Jamell Demons
6mBMo26HLlfcUlpUCIxAqN,7sfl4Xt5KmfyDs2T3SVSMK,1,J. Que,Lil Jon
6mBMo26HLlfcUlpUCIxAqN,7u38KUX3DyEnccLdctnpPh,1,J. Que,Lroc
6mUbJdUaMqSuRPAU3gs0Tv,73CgPBaBJm2vYXK12O5mgW,2,"Warren ""Oak"" Felder",Ronnie James
6mUbJdUaMqSuRPAU3gs0Tv,75sxpqa1uw7KMB0KVY09qq,2,"Warren ""Oak"" Felder",Nicole Russell
6mUbJdUaMqSuRPAU3gs0Tv,7dVGrZxdEBO3u1fTOYa1Ml,1,"Warren ""Oak"" Felder",Mason Betha
6mUbJdUaMqSuRPAU3gs0Tv,7tlzFDl81KD9RL045ewyIA,1,"Warren ""Oak"" Felder",Donald Glover
6mUbJdUaMqSuRPAU3gs0Tv,7zmk5lkmCMVvfvwF3H8FWC,2,"Warren ""Oak"" Felder",Elle Varner
6mj5tiQROS79JXR9cfODHv,6pXmuZjnWISegBDaAHgy3Y,1,Jimmy Harry,Stefy Rae
6mpcIq4Itr3dY5f2magH2x,6ruMOwHKTLjGkGxpG32RTM,2,Mack Brock,Steven Furtick
6mpcIq4Itr3dY5f2magH2x,7bXgB6jMjp9ATFy66eO08Z,2,Mack Brock,Chris Brown
6mpdiJhv4dqrLATJtj96rb,7zRxSDmWbm1TScoD1GEdCj,1,Marcello Berlotto,Charles de Souza Reis
6mqtrcMzcpslf5s81rFAJP,7viQgyz4FJqOpX9QGNDUOH,1,Michael Robinson,Carol Karpinen
6mt12wGFaBAJPjK076GOJz,70DFixYAFPv4Pf9kgSfR9O,1,CHENLE,MARK
6mt12wGFaBAJPjK076GOJz,71PyZCi78R8uDUFHUuGiiW,1,CHENLE,Robbie Jay
6mx7e9TZdeih7jwrfXOL0v,7nH7WybZ0GCtd03A1FQ6hr,59,Nick Menza,Dave Ellefson
6mx7e9TZdeih7jwrfXOL0v,7u08FYo6qPpDuJ6xYS1IxK,6,Nick Menza,Adam Martin Friedman
6nBnDNyULkslA5sExyMItQ,70DFixYAFPv4Pf9kgSfR9O,2,Kwon Deuk Kuen,MARK
6nBnDNyULkslA5sExyMItQ,7kjkfuU69uzaGv6I8BNIrp,2,Kwon Deuk Kuen,Xiso
6nIIaJTpnwcEbmRICUQNFb,7sP8N6MWBzN6cwgGghDf1c,1,Peter Gabriel Fonseca de Almeida,Israel Rios De Souza
6nbXX5XGzawLyZhM2inDlr,6uzMnfOf9JhC1kuhTYv4td,2,Rashad Simmons,Queen Naija Bulls
6nbXX5XGzawLyZhM2inDlr,7domHwG9pwPP9WmiOgsTXy,5,Rashad Simmons,Jamell Demons
6nfYGe7IIuuP5bMY1jkJP6,74oNto38uxh08zIcz8sygd,1,Jermaine Dupri,J Robie
6ngmaWQRsW3r83Qn3b9dho,7ydNbOyWczACSAqr8YMJB0,1,Kaique Simões Martins,Vinicius de Souza Silva Rabelo
6ngpbJQLEeHixst1LymC8d,7ueZp29tCNwjIj4yAMTEaC,1,Dave Rowntree,Graham Coxon
6nrEkANCZaSlyMZm5F33OH,70Q1hGbTxHJYRqEvTYeoOw,1,Mizell,Freddie Perren
6nrEkANCZaSlyMZm5F33OH,7lwrjVU0sgMYIjukl4RD2o,1,Mizell,Anderson Leonardo
6nrNqwkOFIuyU39DFw5R08,7KCG5GxmvkdyMCYRES9N5q,1,Michael Farron,Anderson Mattos
6nw5nuyfN0BE12iOEWRsLA,7fExcX0Kh5aToKo0350AXL,7,Joshua Grimmett,Luca De Gregorio
6nw5nuyfN0BE12iOEWRsLA,7iOdf88T6TQMZS2H0LR6LJ,5,Joshua Grimmett,Taurian Adonis Shropshire
6o4735qWjdK8mlxiHpXadG,7tmbKAKEGR80pKNY6G9Uaa,1,Jerry Callender,Burton Rashad Smith
6oG76o1SveOl82hXDNhrEn,7f93hoHctNuud9zviabrE1,5,Paolo Gregoletto,Corey K. Beaulieu
6oPYUPLHH4gAQ35kQ3sFpT,6tjjBTksD0OaJoJe5m6m60,2,William Grigahcine,Fernando Garibay
6oPYUPLHH4gAQ35kQ3sFpT,75p4ZlVSU79Kumd8HJJGcf,1,William Grigahcine,Steven Marsden
6oREfoIFQyf4l9ELHrjrM7,6uUGar88aXoAQBgoYlzPVx,1,Caroliny Silva Campos,erica gregorio de melo
6oeNOvUjDSzgdPXhFjDUHJ,7et7qmudr21NFCOmiJFqaK,1,Ze Roberto,Paulinho Rezende
6ogn9necmbUdCppmNnGOdi,6sveRRN3txi4tuhQ6HQI2A,1,Alanis Morissette,Glen Ballard
6olumpbikYQ1uSJkt9LcNN,7BFSkKlZ7kmufPDRwxlxL0,1,Felipe Gois,Edgar Do Cavaco
6oqKw3BFMrZGfNwjtNGdTW,7z4nYQLxu5ueIMfKPwVOgL,1,Rashid Abdul Mugeez,David Adeleke
6owfJkJ03CIeKFcLC6ARo0,6rZUUqeN0kPiiLdQapePDe,1,David Singer-Vine,James Roh
6owfJkJ03CIeKFcLC6ARo0,7LQX0JPxR6XFgdbwBuPr04,1,David Singer-Vine,Virman Coquia
6owfJkJ03CIeKFcLC6ARo0,7cHZ8lDHE0psEAAfNibx5y,1,David Singer-Vine,Niles Hollowell-Dhar
6p2Tu1oH0aecav08eOBeTA,740mJ1jwgFhxQrdyeML3w8,3,Hugh Brankin,Christopher Wongwon
6p86XQOO6a9YldAp4jStAm,7qvIiE9YmyP02NLjufTxkX,1,Marqueze Ethridge,Organized Noize
6p9izdXbr5xzTQTb5MkYl9,77nh6IISyxGP27WSIZnBEK,3,Christopher Head,Christopher Barker
6pGWDT5CTFv5uhYFPGhjmy,7qTSoObqlJkIybERfumbQ9,105,Angus Young,Brian Johnson
6pIqJXrWHth17iGoiK0mPz,7GJKr9kU1LUqQPoCzTrQr4,1,Justin Tranter,Shelly Peiken
6pOVEgwGCZ4Nens9z446Ef,6pf9qsWTataNTjIbEJVHlI,2,Sando Neto,Matteus Neve
6pOVEgwGCZ4Nens9z446Ef,77q2E7KVunjbcwLiceWv1b,1,Sando Neto,Rafael Quadros
6pOVEgwGCZ4Nens9z446Ef,7Gt0AEZgYYbL521zEy8tJw,2,Sando Neto,Diego Ferrari
6pRi6EIPXz4QJEOEsBaA0m,7qTSoObqlJkIybERfumbQ9,3,Chris Tomlin,Brian Johnson
6pUQU4JkGYybW0pXngBBxT,6wKG2tXtN5Fzy01dtRRIu8,2,Don Schipper,Trevor Daniel Neill
6peo7pgUuG8eo67EwNe0J1,7MOOfmxsGA5c3rdZ0GKSKz,2,Ian Grushka,Jordan Pundik
6peo7pgUuG8eo67EwNe0J1,7tSvNTLkAseOgxmz7Pnerb,2,Ian Grushka,Cyrus Bolooki
6puxXvlLSeDHcqzCqSHOmt,7aJZZVBmJGSJdHJi1P2YQ8,1,Patric Sarin,Jukka Immonen
6pw1WFZQiZZlraZg1D0DSU,6wZdmlUE27RFzPfN8bujhK,1,Jet Black,David Greenfield
6pw1WFZQiZZlraZg1D0DSU,7mddGZg9OW2I4N1GXoxbNx,2,Jet Black,Jean Jacques Burnel
6q7WB4wlQ6VKTIk1ars5q0,7ixYVen51MeRbqoSRcv6DY,1,Arion Salazar,Kevin Cadogan
6q7pAz6TRkFWmPXo2NORou,7qiasQ4RQjsS5hGSuMvupu,1,Zalatko Hukic,Al Jourgensen
6q9RpkCV5pxhJ0Zty8x7U9,7cDFMZDFHsOiBjZXtPyZTU,2,Antonio José Rayo Gibo,Miriam Doblas Muñoz
6qGtLeEN9ZbWPKg2hdTQkl,74ATJoVeGnl6gkiCoGiJBk,1,Gary Paul Skardina,Stephen Mitchell
6qGtLeEN9ZbWPKg2hdTQkl,7bhuwP3C1H5zR71oOcJCpt,1,Gary Paul Skardina,Marti Sharron
6qSwzZvAmDzzOc1kFf7WTo,7jLB5NDbr82pv58Zlt6oEA,1,Arthur Antones,Gabriel BK
6qXl8jui57vGtKYMtj9Hy7,75gSoqv4CVLQbEiLhcitwQ,1,maria victoria ramirez de arellano cardona,Javier Gomez Torres
6qZj4yC8cHAyDCraEH2SMO,7m2AmKtWrauRmO9MrogxOQ,1,Fabiano Art,Leandro Filé
6qqBonjORibklMG2Po89D6,6sgEjsy1CD5jazx8oyFQNo,1,Waguinho Waguinho,Chico Roque
6qqBonjORibklMG2Po89D6,7et7qmudr21NFCOmiJFqaK,1,Waguinho Waguinho,Paulinho Rezende
6qqBonjORibklMG2Po89D6,7eymNogOIJzyNN4poDjUxn,1,Waguinho Waguinho,Carica Sensação
6qqBonjORibklMG2Po89D6,7fAKtXSdNInWAIf0jVUz65,1,Waguinho Waguinho,Roberto Carlos
6qqNVTkY8uBg9cP3Jd7DAH,7hCuNVmOMT7ntattMgmL96,1,Billie Eilish,Finneas O'Connell
6qsg0S0EvKajUfgCtCcIzK,76BW6rXXJa22AONP7hNNgX,1,Kevin Spencer,Terry Lewis
6qt60TwwfiQCPpaWk7Vt3Z,7BUZHlC2zoIMUW9ciwNt2g,22,Marcos Curiel,Paul Sandval
6r50HKzAExyfEB9fvM9yZU,7KIlhbWCBnXEsMZH6uq7pu,1,Jahceim White,Emmanuel Chrispin
6rM2yY0GnVcOHMU5GD3y9E,7E1gKKS4IZVXKTG5GhlMDw,1,Martinho Da Vila,Luiz Carlos Baptista
6rM2yY0GnVcOHMU5GD3y9E,7GyuPHgHX51k9hBQ1wGM0O,1,Martinho Da Vila,Zé Katimba
6rM2yY0GnVcOHMU5GD3y9E,7uCMz5yRTTXbxnJNmloSTd,2,Martinho Da Vila,Assoc. das Bandas de Congo da Serra
6rMI4AC4KMPnQHM0njqZpa,7B7sSPvbDHUzPFbHyJlVQ0,1,Wesley Singerman,Taylor Dexter
6rVHsug3RAaERL1QJJy0d4,7E1gKKS4IZVXKTG5GhlMDw,1,João Marcelo Diniz Martins,Luiz Carlos Baptista
6rZUUqeN0kPiiLdQapePDe,7LQX0JPxR6XFgdbwBuPr04,1,James Roh,Virman Coquia
6rZUUqeN0kPiiLdQapePDe,7cHZ8lDHE0psEAAfNibx5y,1,James Roh,Niles Hollowell-Dhar
6rkql6Z9cDto5x6li4GxQu,7vvAb2OimrQSH2txaYbkge,1,Corey Woods,Robert F Diggs
6rspXmXCjln2lsgvP0K5TW,6zheBQrkqnJzOeWoxoFsWi,3,Andre Loblack,Bashar Jackson
6ruMOwHKTLjGkGxpG32RTM,6y7frW1RUq3XBBXbYowVpk,3,Steven Furtick,Chandler Moore
6ruMOwHKTLjGkGxpG32RTM,7apN8bBgl19E0Ona9pvPq0,18,Steven Furtick,Cody Carnes
6ruMOwHKTLjGkGxpG32RTM,7bXgB6jMjp9ATFy66eO08Z,36,Steven Furtick,Chris Brown
6rwihDTm14pxXIrg0FoB6X,7jbs0Cj0Yxme5JFmAIi9Dx,1,Osinachi Nwaneri,Jermaine Cole
6s4GxeTfkPDvQNVct9wHTx,78vOx0lRAS1UxHKJpzHgXN,1,Ilya,Savan Kotecha
6s9z2Sc5sI8Kqzw8k65aoN,7BwDgComfA3fTbbBNjsXTK,1,C. Lloyd,Curtis Jackson
6s9z2Sc5sI8Kqzw8k65aoN,7ym05nDEDjDPyxYuAf0QDf,1,C. Lloyd,D Brown
